title,image,description
"Mathias Vicherat, un homme de réseaux à la tête de Sciences Po Paris",https://img.lemde.fr/2021/11/11/0/0/5040/3360/110/74/60/0/3bbfbfc_512541313-maxnewsfrfour410753.jpg,"A 43 ans, haut fonctionnaire passé par la mairie de Paris et par le privé, le nouveau directeur de Sciences Po, nommé par décret vendredi, mène une carrière fulgurante et éclectique, marquée à gauche."
"Le GMAT, un test « à l’américaine » qui déstabilise les Français",https://img.lemde.fr/2021/11/19/344/0/4533/3022/110/74/60/0/ab67cca_28277091-pns-3741199-1.jpg,"L’obtention d’un bon score à cet examen, qui exige rapidité et esprit de synthèse, fait figure de sésame pour intégrer certains masters ou MBA."
« Je ne savais pas qu’on pouvait subir ça à l’adolescence » : les violences conjugales touchent aussi les jeunes,https://img.lemde.fr/2021/11/19/0/0/6000/4000/110/74/60/0/888a4ef_174167637-ad014-commentonsaime-dsc05146.jpg,"Humiliations, pressions pour obtenir des rapports sexuels, jalousie… Les jeunes femmes de 15 à 25 ans qui subissent des violences au sein de leur couple sont démunies pour identifier ces abus. Les professionnels qui les accompagnent s’alarment de l’ampleur du problème."
Le « conseil en transition » attire les jeunes diplômés des grandes écoles,https://img.lemde.fr/2021/11/16/118/0/3827/2551/110/74/60/0/28c1f8c_958141799-lemondecampus-conseilentransition-v1.jpg,"Longtemps marginal, le conseil en développement durable est devenu une arme pour séduire les nouveaux entrants sur le marché du travail en quête de sens."
"Dans les entreprises, l’art d’accommoder une jeune génération « impatiente » et « exigeante »",https://img.lemde.fr/2021/09/28/506/0/4328/2885/110/74/60/0/dfa6905_851066779-pns-6279402.jpg,"Face à de jeunes diplômés soucieux de leur « impact », les entreprises qui cherchent à les recruter et à les fidéliser se révèlent peu préparées à répondre à ces aspirations."
Comment le numérique donne libre cours à la création,https://img.lemde.fr/2021/09/16/0/75/4950/3300/110/74/60/0/9ba3bc2_141555722-pns-6442772.jpg,"L’émission « Le Monde Campus le mag’ » fait étape à Rennes. Dans cette troisième partie, rencontre avec des entrepreneurs qui font bouger la région dans le domaine du numérique."
Orientation : comment oser changer de voie ?,https://img.lemde.fr/2021/11/11/201/0/4826/3217/110/74/60/0/dc0dd55_359159634-hygtfr.jpg,L’émission « Le Monde Campus Le Mag’ » fait étape à Rennes. Au sommaire de la deuxième partie de ce rendez-vous : les parcours non linéaires. Tous les conseils pour se tromper et rebondir.
"Arthur Nauzyciel : « Beaucoup de jeunes veulent se rassurer avec un diplôme, mais je trouve que cela les formate »",https://img.lemde.fr/2021/11/18/116/0/2277/1518/110/74/60/0/0d261ec_275059453-arthur-nauzyciel-louise-quignon.jpg,"L’émission « Le Monde Campus Le Mag’ » fait étape à Rennes. Rencontre en première partie avec le comédien, metteur en scène et directeur du TNB Arthur Nauzyciel. Le parrain de l’émission revient sur son parcours."
"« En être ou ne pas en être » : la Conférence des avocats du barreau de Paris, club d’élite pour jeunes pénalistes",https://img.lemde.fr/2021/11/16/0/0/5899/3933/110/74/60/0/b842ec0_623249724-jmug211115010.jpg,"Cette institution du milieu judiciaire permet aux douze jeunes avocats, sélectionnés par le biais d’un concours d’éloquence, d’acquérir rapidement de l’expérience, de la visibilité et une reconnaissance dans la profession."
Préparer le barreau : une année intense au coût certain,https://img.lemde.fr/2021/11/16/0/6/5788/3859/110/74/60/0/14f8a08_5025648-01-06.jpg,"Si les frais d’inscription à l’examen restent stables, le recours à une « prépa » privée et le temps de révision gonflent le coût du prestigieux concours."
« La lutte contre les violences constitue un fil rouge des combats féministes »,https://img.lemde.fr/2021/11/16/0/0/6613/4409/110/74/60/0/a296a94_404310881-pns-6416451.jpg,"Si leurs engagements s’inscrivent dans la continuité des mouvements des années 1970, les jeunes militantes de la génération #metoo renouvellent leurs modalités d’action, explique l’historienne Bibia Pavard dans un entretien au « Monde »."
"Dans les lycées et les universités, une nouvelle génération de jeunes féministes",https://img.lemde.fr/2021/11/15/90/0/7542/5028/110/74/60/0/6a12a29_677361243-feminismes-clr-01.jpeg,"Dans le sillage de #metoo, les mouvements de défense des droits des femmes, comme le collectif #noustoutes, attirent de plus en plus de jeunes militantes."
Jean-Marc Jancovici : « Je pousse facilement les étudiants en dehors de leur zone de confort »,https://img.lemde.fr/2021/10/26/0/0/5463/3642/110/74/60/0/1d7feee_662610791-divergence-ble4986006.jpg,Le polytechnicien est régulièrement invité dans les grandes écoles pour sensibiliser les étudiants aux causes et aux conséquences du réchauffement climatique. Ses conférences de vulgarisation font un carton sur YouTube.
Seizième jour d’occupation de l’université Paris-Nanterre par le collectif des étudiants « sans fac »,https://img.lemde.fr/2021/11/13/0/0/4368/2912/110/74/60/0/acfa7ca_170318643-000-arp1925847.jpg,Une trentaine d’étudiants occupent un bâtiment administratif afin d’obtenir l’inscription de 61 jeunes restés sans affectation à la rentrée.
"Dans les pas de Thomas Pesquet, les jeunes ingénieurs rêvent aux étoiles",https://img.lemde.fr/2021/11/10/84/0/2016/1344/110/74/60/0/7401bf8_775574390-estaca.jpg,"Dans les écoles d’ingénieurs, la vocation pour l’espace ne faiblit pas, dans le sillage de la carrière du spationaute français."
"« Le Monde » organise son salon des MBA et des masters pour les cadres, samedi 27 novembre 2021",https://img.lemde.fr/2021/11/11/0/0/2121/1414/110/74/60/0/354468a_957570557-istock-1220595235.jpg,"Le MBA Fair, qui se tiendra au Palais Brongniart, à Paris, s’adresse aux cadres souhaitant se réorienter ou progresser dans leur carrière. Un format virtuel est également proposé."
L’irrésistible ascension de Mathias Vicherat à la direction de Sciences Po,https://img.lemde.fr/2021/11/11/0/0/5040/3360/110/74/60/0/3bbfbfc_512541313-maxnewsfrfour410753.jpg,"L’établissement parisien a adoubé l’énarque de 43 ans, précédemment secrétaire général de Danone."
"Dans les grandes écoles, le succès de la « Fresque du climat »",https://img.lemde.fr/2021/09/07/168/0/4032/2688/110/74/60/0/5286ba1_262035950-img-6408.jpg,"Organisés sur une demi-journée, les ateliers « fresques », qui sensibilisent au dérèglement climatique, connaissent un engouement croissant, en particulier dans les grandes écoles. Ils se déclinent même autour de différentes thématiques : océans, diversité…"
Sciences Po Paris : Mathias Vicherat élu nouveau directeur,https://img.lemde.fr/2021/11/10/174/377/2546/1697/110/74/60/0/516d029_897590996-000-par7846488.jpg,"L’énarque va succéder à Frédéric Mion, contraint de démissionner le 9 février pour avoir dissimulé les accusations d’inceste visant le politologue Olivier Duhamel."
Succession à Sciences Po : Mathias Vicherat adoubé par un premier vote du conseil de l’Institut,https://img.lemde.fr/2017/01/10/176/58/741/494/110/74/60/0/0f61551_17626-zz7lvk.hnwr4l5wmi.JPG,"Le conseil de l’Institut a plébiscité la candidature de cet énarque face à celles des universitaires Christine Musselin et Olivier Faron. Un second vote, de la Fondation nationale des sciences politiques, confirmera ou non ce choix, mercredi 10 novembre."
La sécurité privée pousse ses pions dans l’enseignement supérieur,https://img.lemde.fr/2021/11/08/90/0/7542/5028/110/74/60/0/6647661_939895082-secuprivee-clr-01.jpeg,"Des formations se développent pour remédier à un problème chronique d’encadrement et de qualité des prestations. Une tentative, pour ce secteur peu attractif, de monter en gamme et de faire face à la pénurie de main-d’œuvre."
"Armel Le Cléac’h : « En France, l’enseignement supérieur n’a pas beaucoup la culture du sport »",https://img.lemde.fr/2021/11/02/0/0/5568/3712/110/74/60/0/804e9fe_16725468-000-8rr4nb.jpg,"« J’avais 20 ans » : « Le Monde » interroge une personnalité sur ses années d’études et son passage à l’âge adulte. Ce mois-ci, le skipper breton, en partance dimanche 7 novembre pour la Transat Jacques-Vabre, évoque sa vocation et ses années de formation."
"Le tourisme, discipline à la marge dans l’enseignement supérieur français",https://img.lemde.fr/2021/11/04/0/0/5429/3619/110/74/60/0/8d4d0c1_693721224-000-1m98nm.jpg,"Si de nombreuses formations existent, elles peinent à répondre aux besoins de la filière, que cela soit en termes de fonctionnement, d’innovation ou d’expertise."
"Dans les grandes écoles, la montée en puissance des associations « vertes »",https://img.lemde.fr/2021/10/29/1670/0/3000/2000/110/74/60/0/077289e_826188680-lemondeweb-e-colecommerce-ecologie-v2.jpg,"Dans ces établissements, les associations étudiantes, lieux d’émancipation, de réseautage et de développement de projets, se positionnent de plus en plus sur les sujets environnementaux et sociétaux."
"Les camps climat, écoles d’un nouveau militantisme",https://img.lemde.fr/2021/11/01/90/0/7542/5028/110/74/60/0/88f3460_79957043-campsclimat-clr-01.jpeg,"Depuis leur création en 2016, ces structures ont essaimé partout en France pour former, de manière théorique et pratique, une nouvelle génération prête à passer à l’action."
Violences sexuelles et sexistes : l’ENS de Lyon rappelée à l’ordre,https://img.lemde.fr/2021/10/28/378/0/768/511/110/74/60/0/3dabc1b_713638099-ens-lyon.jpg,"L’inspection générale de l’éducation, du sport et de la recherche révèle qu’une seule procédure disciplinaire a été engagée sur quinze situations d’agression, de harcèlement ou de viol dont la direction de l’école avait connaissance."
Une enquête alerte sur la santé mentale des étudiants et internes en médecine,https://img.lemde.fr/2021/10/28/0/0/6039/4026/110/74/60/0/d1996b2_648209973-210119jbalague-lemonde-covid-bichat-5y5a8964.jpg,"Publiée mercredi, l’enquête révèle un grand mal-être et des conditions de travail déplorables : en période de stage, deux tiers d’entre eux ont fait un burn-out."
"Dans les grandes écoles, des ateliers pour aider les femmes à mieux négocier leur salaire",https://img.lemde.fr/2021/10/21/778/0/4093/2728/110/74/60/0/f99fe3c_120578635-pns-3927011.jpg,"Face aux écarts de rémunération persistants, des écoles ont mis en place des formations pour aider les femmes à mieux mettre en avant leurs compétences et déconstruire les stéréotypes de genre."
"Alessandro Pignocchi, auteur de BD : « Mes années sabbatiques ont été décisives »",https://img.lemde.fr/2021/10/22/0/0/5568/3712/110/74/60/0/272517a_690482635-000-1to0ht.jpg,"« J’avais 20 ans » : « Le Monde » interroge une personnalité sur ses années d’études et son passage à l’âge adulte. Ce mois-ci, le dessinateur Alessandro Pignocchi, ancien chercheur en sciences cognitives, passionné d’oiseaux et d’Amazonie."
"Sup de Coteaux, Grand Cru HEC… Les étudiants des grandes écoles très portés sur l’œnologie",https://img.lemde.fr/2021/10/14/0/6/1493/995/110/74/60/0/3bbbe4e_144165-3241778.jpg,"Cours, sélections, compétitions… En France comme à l’international, les étudiants plébiscitent les associations œnologiques de leurs campus qui leur font découvrir et apprécier le vin. Cette passion peut aussi servir leur future carrière."
"« Au conservatoire, j’étais presque tout le temps quasi nue, à me faire palper de partout » : dans les écoles de théâtre, des élèves dénoncent une culture de la violence",https://img.lemde.fr/2021/10/25/0/0/7542/5024/110/74/60/0/2a18cca_967262567-violencestheatre-clr-01.jpeg,"Des apprenties comédiennes racontent l’ambiance au sein de certains cours d’art dramatique, terrain propice à des abus de la part de certains professeurs et témoignent d’agressions sexuelles ou de viols."
"Amours Bio, Bioflirt, GreenLovers… Le marché de la drague virtuelle s’adapte aux aspirations des jeunes écolos en quête d’amour",https://img.lemde.fr/2021/10/22/638/0/2249/1496/110/74/60/0/614a533_524392183-rencontreecolo.jpg,"Les applications et sites de rencontres « écolos » se sont multipliés, offrant à leurs clients la promesse de rencontres durables et compatibles."
Les universitaires déplorent l’ère du soupçon généralisé contre la parole scientifique,https://img.lemde.fr/2021/10/22/0/0/7969/5313/110/74/60/0/acc99b9_341478508-511692.jpg,"Objet de nombreuses attaques, la fabrique du savoir scientifique a fait l’objet d’un colloque organisé par la conférence des présidents d’université, jeudi et vendredi. Une réponse implicite, notamment, à la polémique sur « l’islamo-gauchisme »."
« France 2030 » : « La dynamique de changement se joue dans nos écoles de commerce et de gestion »,https://img.lemde.fr/2021/10/13/0/0/3600/2400/110/74/60/0/81548c9_291131323-macron-plan-2030-23.jpg,"Il est impératif d’orienter l’enseignement des « business schools » vers le management durable, explique Patrick d’Humières, expert des relations entre les entreprises et la société, dans une tribune au « Monde »."
"Lorenzo Viotti, 31 ans, l’héritier qui veut faire éclater la bulle luxueuse de la musique classique",https://img.lemde.fr/2021/10/18/0/0/3250/2166/110/74/60/0/846801c_478633541-rea-298797-060.jpg,"La Relève. Tous les mois, « Le Monde Campus » rencontre un jeune qui bouscule les normes. Chef d’orchestre, Lorenzo Viotti aimerait bien « dépoussiérer » les codes de la musique classique, un tantinet trop figés pour cet amateur de rap et d’Instagram."
"A Bruxelles, le refuge des « brebis galeuses » de Parcoursup",https://img.lemde.fr/2021/10/01/0/0/4300/2866/110/74/60/0/005e68a_141204816-e-tudiants-franc-ais-ulb-023.jpg,"Près de 5 000 étudiants français sont inscrits à l’Université libre de Bruxelles faute de trouver une place dans leur pays. Une population en augmentation constante, qui commence à être difficile à gérer pour l’établissement belge."
La longue marche des avocats issus de la diversité,https://img.lemde.fr/2021/10/14/360/0/1000/664/110/74/60/0/77178b2_254321161-web-avocats-4.jpg,"A parcours et CV égaux avec leurs confrères venus de milieux plus aisés, ces jeunes juristes ont beaucoup de mal à intégrer les grands cabinets parisiens. Et quand ils y parviennent, on leur reproche souvent de ne pas maîtriser les codes."
Sciences Po Paris : plus que trois candidats en lice pour la direction,https://img.lemde.fr/2018/02/07/0/0/5472/3648/110/74/60/0/bb97b05_8431-1l2ajns.pedkl.jpg,"La commission chargée d’organiser la succession de Frédéric Mion a retenu trois noms - Olivier Faron, Christine Musselin, Mathias Vicherat - sur lesquels les deux conseils de gouvernance de l’établissement voteront les 9 et 10 novembre."
"« Laissez-nous vivre ! » : dans le Béarn, les rêves et les cauchemars des enfants d’agriculteurs",https://img.lemde.fr/2021/10/02/0/0/5749/3833/110/74/60/0/a597b14_481022227-lgeau-lycee-agricole-fragment94.jpg,"Au lycée agricole de Pau-Montardon, s’épanouit une jeunesse rurale dont l’horizon est souvent la reprise de l’exploitation familiale. Un destin tout tracé qui sécurise l’avenir mais qui comprend aussi son lot d’inquiétudes."
"Quinze membres de l’Académie des sciences alertent : « Pour arrêter le déclin de la recherche française, il est urgent de réagir »",https://img.lemde.fr/2021/10/18/0/11/5685/3790/110/74/60/0/123b223_207304435-000-9mh89w.jpg,"La crise liée à la pandémie a mis en évidence les faiblesses de la recherche et de l’innovation, pointe un collectif de scientifiques qui propose, dans une tribune au « Monde », « sept actions » d’envergure, notamment l’augmentation des financements et un plus grand poids politique accordé à la science."
« Le point de vue des transfuges offre un regard acéré sur l’arbitraire des hiérarchies sociales »,https://img.lemde.fr/2021/05/14/3/67/4854/3236/110/74/60/0/8a8f0d5_926397250-pns-4803641.jpg,"Pour ces individus, de plus en plus nombreux à faire le récit de leur voyage entre deux classes sociales, la prise de parole a une valeur libératrice, observe le sociologue Paul Pasquali."
"Le paradoxe des « transclasses », héros malgré eux",https://img.lemde.fr/2021/10/18/90/0/7542/5028/110/74/60/0/fe0a6a4_615603657-comingoutsocial-clr-01.jpg,"Les récits de « coming out social », qui racontent les difficultés rencontrées lors du passage d’un milieu à un autre via les études supérieures, se multiplient dans le monde de l’édition ou sur les réseaux sociaux. Au risque de masquer la réalité d’un système toujours peu inclusif pour les jeunes issus de milieux défavorisés."
Comment la pandémie de Covid-19 a bouleversé l’édition scientifique,https://img.lemde.fr/2021/11/29/441/0/3090/2060/110/74/60/0/9422e58_348158779-bios-2444399.jpg,"En 2020, la croissance spectaculaire du nombre d’articles scientifiques consacrés au Covid s’est accompagnée d’une baisse de 18 % des publications sur les autres sujets, selon une étude sur les dix principaux journaux de médecine et infectiologie."
Une marionnette asiatique dans la légendaire émission américaine « Sesame Street »,https://img.lemde.fr/2021/11/15/0/0/5472/3648/110/74/60/0/caba880_a63332225b7d481b97c9c48bb0961451-a63332225b7d481b97c9c48bb0961451-0.jpg,"Ji-Young, marionnette américaine d’origine coréenne, va lutter contre les préjugés croissants dont sont victimes les Américains d’origines asiatiques."
Second décès en France dans un laboratoire travaillant sur les prions,https://img.lemde.fr/2021/11/29/234/0/4831/3220/110/74/60/0/27c5da5_430702180-11834121-hires-computer-artwork-of-part-of-a-prion-protein.jpg,"La maladie de Creutzfeldt-Jakob vient d’emporter une personne ayant manipulé cet agent infectieux à l’Inrae de Toulouse. Après un premier décès survenu en 2019, un moratoire sur les travaux sur cet agent pathogène est prolongé."
Alexei Grinbaum : « Il faut lever le mystère sur la physique quantique pour les citoyens »,https://img.lemde.fr/2021/11/29/658/0/2000/1332/110/74/60/0/8404c25_431828170-20210503-alexey-grinbaum-01.jpg,"Pour le philosophe et chercheur, les physiciens doivent rendre la compréhension de la quantique concrète et accessible à tous, notamment pour éviter dérives et défiance."
Les écoles de pensée en physique quantique,https://img.lemde.fr/2021/11/25/129/11/4890/3260/110/74/60/0/1c0d28e_953368558-fantomas-2013-cut-vintage-photo-15-7x11-copie.jpg,Les lois de la quantique font l’unanimité parmi les chercheurs depuis près d’un siècle... En théorie.
"« Dialogues sciences & société », une conférence organisée par l’Espace Mendès France et « Le Monde » le 30 novembre",https://img.lemde.fr/2021/11/26/0/0/5976/3984/110/74/60/0/4a12acd_361573816-l1008881.jpg,"Orchestrée par le centre poitevin spécialisé dans la médiation scientifique, cette matinée de débats a lieu à Paris, à l’auditorium du « Monde », partenaire de l’événement. Chercheurs et acteurs de terrain vont croiser leurs expériences sur le rapport, souvent ambivalent, du grand public à la science. A cette occasion, « Le Monde » publie six tribunes d’universitaires, de scientifiques ou de médiateurs culturels pour ouvrir la réflexion."
"Omicron : le nouveau variant détecté dans de plus en plus de pays, l’OMS s’inquiète d’un « risque très élevé » à l’échelle planétaire",https://img.lemde.fr/2021/11/29/0/0/3500/2333/110/74/60/0/9c508bb_ggg-aus101-health-coronavirus-australia-1129-11.jpg,"L’Organisation mondiale de la santé estime que le variant du SARS-CoV-2 présente un nombre de mutations « sans précédent », dont plusieurs « sont préoccupantes en raison de leur impact potentiel sur la trajectoire de l’épidémie » de Covid-19."
Ce que la science permet déjà de savoir sur le variant Omicron,https://img.lemde.fr/2021/11/29/0/9/612/408/110/74/60/0/5654570_323509169-1f269362-omicron-nouveau-variant-b-1-1-529-sars-cov-2-covid-19-coronavirus-prote-ine-spike-s-spicule-mutations-afrique-du-sud-afrique-australie.jpg,"Résumé de l’état des connaissances sur B.1.1.529, détecté en Afrique australe et qui se propage rapidement sur toute la planète."
Les incendies dopés par la disparition des grands herbivores,https://img.lemde.fr/2021/11/26/0/0/4768/3179/110/74/60/0/991c654_448040779-000-jm67f.jpg,Des scientifiques américains ont établi un lien direct entre l’extinction de la mégafaune à la fin du quaternaire et l’augmentation massive des feux de prairie.
Une intoxication par des champignons entraîne des troubles moteurs mimant une sclérose latérale amyotrophique,https://img.lemde.fr/2021/11/27/25/0/640/426/110/74/60/0/1e230dd_603432748-1dd36221-scle-rose-late-rale-amyotrophique-champignons-morilles-fausses-morelles-neurologie-gyromitres-gyromitre-gyromitra-gigas-gygomitra-esculenta.jpg,"Un homme ayant consommé des champignons en 2015 s’est vu diagnostiquer une sclérose latérale amyotrophique, ou maladie de Charcot. Mais les symptomes ont progressivement disparu."
Débris spatiaux : une catastrophe finira-t-elle par arriver ?,https://img.lemde.fr/2021/11/25/0/0/1800/1200/110/74/60/0/7fa8c42_330317172-satellite-podcast.png,"Le 15 novembre, les Russes détruisaient un satellite soviétique. Le nuage de débris que l’explosion a engendré a donné quelques sueurs froides aux astronautes de l’ISS. Pourquoi les débris spatiaux sont-ils dangereux ? L’un d’eux pourrait-il un jour causer une catastrophe ? Pierre Barthélémy, journaliste Sciences au « Monde », revient en podcast sur cette histoire."
Espace : un nouveau moteur ionique miniature,https://img.lemde.fr/2021/11/19/882/0/1050/695/110/74/60/0/f05f121_611865147-scie-4621-moteur-ionique350px.png,Une start-up basée en France propose de remplacer le xénon par de l’iode dans les systèmes de propulsion électrique des sondes et satellites. Une innovation qui pourrait accompagner la révolution des mégaconstellations.
Pour une démocratie furtive ?,https://img.lemde.fr/2019/03/09/116/0/3852/2568/110/74/60/0/ff591bb_5398784-01-06.jpg,"Dans sa Carte blanche, la sociologue Anne Bory revient sur une enquête conduite avant la précédente présidentielle, qui éclaire les différentes sensibilités citoyennes vis-à-vis de la démocratie participative."
« Diabète : rendons l’insuline enfin accessible à tous ! »,https://img.lemde.fr/2021/11/17/0/5/5694/3796/110/74/60/0/e97f985_127160741-pns-3648975.jpg,"Alors qu’une majeure partie des personnes souffrant de diabète dans le monde est privée d’insuline, la France se doit d’être motrice pour permettre un accès universel à ce traitement peu coûteux. C’est ce qu’affirme, dans une tribune au « Monde », un collectif, dont Vincent Ledoux, député du Nord, et Stéphane Besançon, directeur général de l’ONG Santé Diabète."
Les premiers tacos avec des piments de l’espace au menu de la Station spatiale internationale,https://img.lemde.fr/2021/11/03/0/0/5568/3712/110/74/60/0/655e888_226355825-iss066e023273-orig.jpg,"Après quatre mois d’attente, les astronautes de la Station spatiale internationale ont pu récolter leurs piments, expérience de culture la plus complexe jamais menée dans l’espace et dont les bénéfices pourraient être multiples."
Les météorologistes à court de noms pour désigner les ouragans de l’année,https://img.lemde.fr/2021/11/03/166/0/2400/1599/110/74/60/0/e76f76e_423635818-000-9mr636.jpg,"Chaque année, une liste de 21 prénoms est utilisée pour identifier les tempêtes dans l’Atlantique. Pour la deuxième fois en deux ans et la troisième fois dans l’histoire, le dernier nom de la liste a été donné."
Comment le « chemin de Traverse » d’Harry Potter s’est retrouvé sur un panneau de circulation de Paris,https://img.lemde.fr/2021/10/29/0/88/1350/900/110/74/60/0/0228975_96210615-capture.PNG,"La voirie de la municipalité a remplacé un faux panneau, référence à la saga de la romancière J. K. Rowling, par un vrai. Les opposants à Anne Hidalgo ont tenté d’en tirer profit."
